modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,powerNetworkStandby,moisture,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerStandbyMode,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness
HBWS 48D1ACE/-80,1351.0,BUILT_IN,"[2021, 7, 12]",1351.0,8.0,B,37.0,25.0,53.0,24.0,82.0,0.0,53.9,1351.0,69.0,C,1.0,0.5,https://corporate.haier-europe.com/en/,168.0,168.0,0.627,77.0,44.0,C,218.0,60.0,HOOVER,63.0,32.0,4.0,4.9
EW8TN3562C 913148310,1451.0,FREE_STANDING,"[2021, 7, 12]",1451.0,6.0,B,46.0,24.0,60.0,24.0,91.0,,53.3,1451.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148310,155.0,145.0,0.557,79.0,43.0,C,195.0,40.0,Electrolux,56.0,36.0,4.0,4.9
WFO 1071 LQ FP 4,1000.0,FREE_STANDING,"[2021, 7, 12]",1000.0,7.0,C,44.0,20.0,53.0,24.0,85.0,,,1000.0,80.0,B,1.0,0.5,http://www.ocean.it,162.0,160.0,0.6900000000000001,76.0,45.0,D,205.0,60.0,OCEAN,69.0,29.0,4.0,5.0
BWI 147D4E/1-80,1351.0,BUILT_IN,"[2021, 7, 12]",1351.0,7.0,B,39.0,27.0,53.0,24.0,82.0,0.0,53.9,1351.0,79.9,C,1.0,0.5,https://corporate.haier-europe.com/en/,162.0,162.0,0.6890000000000001,77.0,41.0,D,208.0,60.0,BAUMATIC,69.0,36.0,4.0,4.9
NSWF 743U W UK N,1351.0,FREE_STANDING,"[2021, 7, 12]",1351.0,7.0,B,38.0,25.0,52.0,24.0,85.0,,53.0,1351.0,79.8,D,0.5,0.5,https://docs.whirlpool.eu/,155.0,150.0,0.6900000000000001,83.0,46.0,D,200.0,60.0,HOTPOINT,69.0,35.0,4.0,4.9
NSWR 743U GK UK N,1351.0,FREE_STANDING,"[2021, 7, 12]",1351.0,7.0,B,38.0,25.0,54.0,24.0,85.0,,53.0,1351.0,79.6,B,0.5,0.5,https://docs.whirlpool.eu/,162.0,140.0,0.686,76.0,44.0,D,205.0,60.0,HOTPOINT,69.0,33.0,4.0,4.9
BWI 148D4E/1-80,1351.0,BUILT_IN,"[2021, 7, 12]",1351.0,8.0,B,39.0,27.0,53.0,24.0,82.0,0.0,53.9,1351.0,80.0,C,1.0,0.5,https://corporate.haier-europe.com/en/,168.0,168.0,0.727,77.0,44.0,D,218.0,60.0,BAUMATIC,73.0,36.0,4.0,4.9
HCU1412TXMBBE/-S,1351.0,FREE_STANDING,"[2021, 7, 11]",1351.0,12.0,B,37.0,24.0,67.0,24.0,85.0,0.0,53.9,1351.0,52.0,C,1.0,0.5,https://corporate.haier-europe.com/en/,180.0,180.0,0.544,80.0,53.0,A,240.0,60.0,Candy,54.0,30.0,4.0,4.9
OBWS69TWMCE/1-47,1551.0,BUILT_IN,"[2021, 7, 9]",1551.0,9.0,B,37.0,24.0,52.0,24.0,82.0,2.0,53.9,1551.0,51.9,B,1.0,0.5,https://corporate.haier-europe.com/en/,174.0,174.0,0.494,76.0,46.0,A,228.0,60.0,ROSIERES,49.0,30.0,4.0,4.9
WAF 10147 7158141600,1400.0,FREE_STANDING,"[2021, 7, 9]",1400.0,10.0,B,35.0,25.0,64.0,24.0,84.0,2.0,53.0,1400.0,59.5,A,0.5,0.5,http://support.elektrabregenz.com,179.0,179.0,0.588,72.0,43.0,B,238.0,60.0,ELEKTRABREGENZ,59.0,31.0,4.0,4.9
WM-NC76,1400.0,FREE_STANDING,"[2021, 7, 9]",1400.0,7.0,B,39.0,24.0,50.0,36.0,85.0,,53.0,1400.0,91.0,C,1.0,0.5,www.infiniton.es,162.0,162.0,0.784,80.0,45.0,E,180.0,60.0,INFINITON,78.0,35.0,4.0,5.0
ES-NIB714BWC-DE,1330.0,BUILT_IN,"[2021, 7, 7]",1330.0,7.0,B,44.0,24.0,54.0,24.0,82.0,,53.4,1330.0,69.0,B,1.0,0.5,http://www.sharphomeappliances.com,162.0,162.0,0.594,74.0,45.0,C,208.0,60.0,SHARP,59.0,35.0,4.0,5.0
EW6F348SP 914917276,1351.0,FREE_STANDING,"[2021, 7, 5]",1351.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914917276,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,Electrolux,54.0,34.0,4.0,4.9
L6FBK847P 914913241,1351.0,FREE_STANDING,"[2021, 7, 5]",1351.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913241,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
L6FBK866G 914913117,1551.0,FREE_STANDING,"[2021, 7, 5]",1551.0,8.0,B,41.0,22.0,60.0,24.0,85.0,,52.7,1551.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913117,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
L6FBI848P 914913542,1351.0,FREE_STANDING,"[2021, 7, 5]",1351.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913542,160.0,155.0,0.544,74.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
EW2F5820WG 914912530,1151.0,FREE_STANDING,"[2021, 7, 5]",1151.0,8.0,B,41.0,22.0,57.0,24.0,85.0,,53.7,1151.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914912530,160.0,155.0,0.544,74.0,43.0,B,205.0,60.0,Electrolux,54.0,34.0,4.0,4.9
EW2F6812WI 914912534,1351.0,FREE_STANDING,"[2021, 7, 5]",1351.0,8.0,B,41.0,22.0,57.0,0.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914912534,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,Electrolux,54.0,34.0,4.0,4.9
F4WV5509S1W,1360.0,FREE_STANDING,"[2021, 7, 5]",1360.0,9.0,B,43.0,26.0,57.0,24.0,85.0,2.0,53.0,1360.0,60.0,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,170.0,160.0,0.5710000000000001,72.0,50.0,B,228.0,60.0,LG Electronics,58.0,32.0,4.0,5.0
L8TEA80560 913143808,1451.0,FREE_STANDING,"[2021, 7, 5]",1451.0,6.0,B,46.0,24.0,60.0,24.0,90.0,,53.3,1451.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143808,155.0,145.0,0.557,79.0,43.0,C,195.0,40.0,AEG,56.0,36.0,4.0,4.9
EW8T3653CM 913148305,1451.0,FREE_STANDING,"[2021, 7, 5]",1451.0,6.0,B,46.0,24.0,60.0,0.0,91.0,,53.3,1451.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913148305,155.0,145.0,0.557,79.0,43.0,C,195.0,40.0,Electrolux,56.0,36.0,4.0,4.9
L8TEN65C 913143806,1451.0,FREE_STANDING,"[2021, 7, 5]",1451.0,6.0,B,46.0,24.0,60.0,24.0,90.0,,53.3,1451.0,68.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143806,155.0,145.0,0.557,79.0,43.0,C,195.0,40.0,AEG,56.0,36.0,4.0,4.9
L6TBA41460 913143508,1351.0,FREE_STANDING,"[2021, 7, 5]",1351.0,6.0,B,47.0,25.0,60.0,24.0,90.0,,53.3,1351.0,79.8,C,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/913143508,155.0,155.0,0.646,79.0,40.0,D,197.0,40.0,AEG,65.0,39.0,4.0,4.9
B5W51041AW 7178542400,1400.0,FREE_STANDING,"[2021, 7, 3]",1400.0,10.0,B,33.0,24.0,58.0,12.0,84.0,2.0,53.9,1400.0,46.5,B,0.5,0.5,http://support.beko.com,179.0,179.0,0.459,75.0,39.0,A,238.0,60.0,Beko,46.0,30.0,4.0,4.9
UWR104A6I 7158144400,1400.0,FREE_STANDING,"[2021, 7, 3]",1400.0,10.0,B,33.0,23.0,64.0,24.0,84.0,2.0,53.0,1400.0,51.5,B,0.5,0.5,http://support.beko.com,179.0,179.0,0.509,75.0,38.0,A,238.0,60.0,Beko,51.0,26.0,4.0,4.9
GW551041TW 457100007900,1400.0,FREE_STANDING,"[2021, 7, 3]",1400.0,10.0,B,33.0,22.0,58.0,24.0,85.0,,53.9,1400.0,51.5,B,0.5,0.5,http://support.grundig.com,173.0,173.0,0.509,75.0,51.0,A,228.0,60.0,GRUNDIG,51.0,31.0,4.0,4.9
GW78941FW 7178541200,1400.0,FREE_STANDING,"[2021, 7, 3]",1400.0,9.0,B,36.0,24.0,58.0,24.0,84.0,2.0,53.9,1400.0,46.5,B,0.5,0.5,http://support.grundig.com,173.0,173.0,0.442,75.0,38.0,A,228.0,60.0,GRUNDIG,44.0,30.0,4.0,4.9
WTV9725XCW1 7158144500,1400.0,FREE_STANDING,"[2021, 7, 3]",1400.0,9.0,B,35.0,24.0,64.0,24.0,84.0,,53.0,1400.0,59.5,B,1.0,0.5,http://support.beko.com,173.0,173.0,0.5660000000000001,75.0,49.0,B,228.0,60.0,Beko,57.0,35.0,4.0,4.9
RTXSGP46TMSCE-47,1351.0,FREE_STANDING,"[2021, 7, 3]",1351.0,6.0,B,39.0,26.0,60.0,24.0,86.0,0.0,53.9,1351.0,60.0,B,1.0,0.5,https://corporate.haier-europe.com/en/,156.0,156.0,0.486,75.0,41.0,B,198.0,41.0,Haier,49.0,32.0,4.0,4.9
HCU1492DGGE/1-80,1351.0,FREE_STANDING,"[2021, 7, 3]",1351.0,9.0,B,39.0,27.0,53.0,12.0,85.0,0.0,53.9,1351.0,79.9,C,1.0,0.5,https://corporate.haier-europe.com/en/,174.0,174.0,0.76,79.0,46.0,D,228.0,60.0,CANDY,76.0,36.0,4.0,4.9
W101429GEVM,1400.0,FREE_STANDING,"[2021, 7, 2]",1400.0,10.0,B,39.0,23.0,61.0,24.0,85.0,,53.0,1400.0,49.0,B,0.3,0.3,http://global.hisense.com/,150.0,150.0,0.48,76.0,52.0,A,200.0,60.0,HISENSE,48.0,23.0,2.18,4.8
HCU1482DE/1-80,1351.0,FREE_STANDING,"[2021, 7, 2]",1351.0,8.0,B,39.0,27.0,53.0,12.0,85.0,0.0,53.9,1351.0,80.0,C,1.0,0.5,https://corporate.haier-europe.com/en/,168.0,168.0,0.727,79.0,44.0,D,218.0,60.0,Candy,73.0,36.0,4.0,4.9
B5W5941AG 7175741200,1400.0,FREE_STANDING,"[2021, 7, 1]",1400.0,9.0,B,36.0,24.0,58.0,12.0,84.0,2.0,53.9,1400.0,46.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.442,75.0,38.0,A,228.0,60.0,Beko,44.0,30.0,4.0,4.9
CSSD1410TWMBE/47,1351.0,FREE_STANDING,"[2021, 7, 1]",1351.0,10.0,B,37.0,24.0,58.0,24.0,85.0,0.0,53.9,1351.0,51.9,B,1.0,0.5,https://corporate.haier-europe.com/en/,180.0,180.0,0.513,76.0,51.0,A,239.0,60.0,Candy,51.0,30.0,4.0,4.9
MF200W90WB/E,1300.0,FREE_STANDING,"[2021, 7, 1]",1300.0,9.0,B,39.0,22.0,53.0,24.0,85.0,,53.9,1300.0,51.9,B,,0.5,https://www.midea.com/it,174.0,174.0,0.494,76.0,50.0,A,228.0,60.0,Midea,49.0,28.0,4.0,5.0
B5W59411AG 7131942500,1351.0,FREE_STANDING,"[2021, 7, 1]",1351.0,9.0,B,25.0,23.0,58.0,12.0,85.0,2.0,53.9,1351.0,25.7,A,0.5,0.5,http://support.beko.com,173.0,173.0,0.244,75.0,40.0,A,228.0,60.0,Beko,24.0,24.0,4.0,4.9
MF200W90B/E,1400.0,FREE_STANDING,"[2021, 7, 1]",1400.0,9.0,B,34.0,21.0,59.0,24.0,85.0,,53.0,1400.0,59.9,B,,0.5,https://www.midea.com/it,174.0,174.0,0.5700000000000001,76.0,49.0,B,229.0,56.0,MIDEA,57.0,34.0,4.0,5.0
XAVA2,1400.0,FREE_STANDING,"[2021, 7, 1]",1400.0,8.0,B,34.0,21.0,57.0,12.0,85.0,,53.9,1400.0,60.0,B,,0.5,WWW.VASTFAST.IT,168.0,168.0,0.545,76.0,48.0,B,218.0,60.0,VAST & FAST ,54.0,29.0,4.0,5.0
MF200W70B/E,1400.0,FREE_STANDING,"[2021, 7, 1]",1400.0,7.0,B,36.0,21.0,49.0,24.0,85.0,,53.0,1400.0,59.9,B,,0.5,https://www.midea.com/it,162.0,162.0,0.516,76.0,46.0,B,208.0,59.0,MIDEA,49.0,34.0,4.0,5.0
MF200W80B/E,1400.0,FREE_STANDING,"[2021, 7, 1]",1400.0,8.0,B,37.0,23.0,47.0,24.0,85.0,,53.0,1400.0,59.8,B,,0.5,https://www.midea.com/it,168.0,168.0,0.544,76.0,48.0,B,218.0,58.0,MIDEA,55.0,33.0,4.0,5.0
B8 W046WB DE,1351.0,FREE_STANDING,"[2021, 6, 30]",1351.0,10.0,B,29.0,22.0,64.0,24.0,85.0,,53.0,1351.0,51.8,A,0.5,0.5,https://docs.whirlpool.eu/,175.0,150.0,0.512,71.0,45.0,A,239.0,60.0,BAUKNECHT,51.0,28.0,4.0,4.9
WHT814ASIT,1400.0,FREE_STANDING,"[2021, 6, 30]",1400.0,8.0,B,34.0,24.0,59.0,24.0,84.0,2.0,53.0,1400.0,51.5,A,0.5,0.5,https://www.smeg.com/services/customer-service,167.0,167.0,0.468,72.0,37.0,A,218.0,60.0,SMEG,47.0,28.0,4.0,4.9
RH3W 49HMCB-80,1350.0,FREE_STANDING,"[2021, 6, 30]",1350.0,9.0,B,30.0,25.0,60.0,24.0,85.0,,53.2,1350.0,51.7,B,0.45,0.45,https://corporate.haier-europe.com/en/,172.0,135.0,0.492,74.0,48.0,A,228.0,59.0,Hoover,49.0,30.0,3.9,4.8
B5W59411AW 7178559900,1351.0,FREE_STANDING,"[2021, 6, 30]",1351.0,9.0,B,25.0,23.0,58.0,12.0,85.0,2.0,53.9,1351.0,25.7,A,0.5,0.5,http://support.beko.com,173.0,173.0,0.244,75.0,40.0,A,228.0,60.0,Beko,24.0,24.0,4.0,4.9
RH3W 49HMCB-S,1350.0,FREE_STANDING,"[2021, 6, 30]",1350.0,9.0,B,30.0,25.0,60.0,24.0,85.0,,53.2,1350.0,51.7,B,0.45,0.45,https://corporate.haier-europe.com/en/,172.0,135.0,0.492,74.0,48.0,A,228.0,59.0,Hoover,49.0,30.0,3.9,4.8
B5W5941AW 7178542200,1400.0,FREE_STANDING,"[2021, 6, 30]",1400.0,9.0,B,36.0,24.0,58.0,12.0,84.0,2.0,53.9,1400.0,46.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.442,75.0,38.0,A,228.0,60.0,Beko,44.0,30.0,4.0,4.9
B8 W946WB DE,1351.0,FREE_STANDING,"[2021, 6, 30]",1351.0,9.0,B,30.0,22.0,64.0,24.0,85.0,,53.0,1351.0,52.0,A,0.5,0.5,https://docs.whirlpool.eu/,170.0,150.0,0.494,71.0,45.0,A,225.0,60.0,BAUKNECHT,49.0,24.0,4.0,5.0
GW781041FW 7178541100,1400.0,FREE_STANDING,"[2021, 6, 30]",1400.0,10.0,B,38.0,24.0,58.0,24.0,84.0,2.0,53.9,1400.0,46.5,B,0.5,0.5,http://support.grundig.com,179.0,179.0,0.459,75.0,39.0,A,238.0,60.0,GRUNDIG,46.0,30.0,4.0,4.9
RH3W 48HMCB-80,1350.0,FREE_STANDING,"[2021, 6, 30]",1350.0,8.0,B,34.0,25.0,55.0,12.0,85.0,,53.2,1350.0,51.8,B,0.45,0.45,https://corporate.haier-europe.com/en/,165.0,165.0,0.47,74.0,46.0,A,215.0,59.0,Hoover,47.0,32.0,3.9,4.8
WF81493M,1400.0,FREE_STANDING,"[2021, 6, 30]",,8.0,B,34.0,,57.0,24.0,85.0,,53.0,,60.0,B,1.0,0.5,tesla.info,,,0.545,76.0,48.0,B,218.0,60.0,Tesla,55.0,,,5.0
WIW-71407,1400.0,FREE_STANDING,"[2021, 6, 30]",1400.0,7.0,B,36.0,21.0,50.0,24.0,85.0,,,1400.0,60.0,B,,0.5,www.fandu.gr,162.0,162.0,0.516,76.0,45.0,B,208.0,60.0,MORRIS,52.0,34.0,4.0,5.0
WF71490M,1400.0,FREE_STANDING,"[2021, 6, 30]",,7.0,B,36.0,,50.0,24.0,85.0,,53.9,,60.0,B,,0.5,tesla.info,,,0.516,76.0,45.0,B,208.0,60.0,Tesla,52.0,,,5.0
WHT814CSIT,1400.0,FREE_STANDING,"[2021, 6, 30]",1400.0,8.0,B,40.0,22.0,59.0,24.0,84.0,2.0,53.0,1400.0,68.5,A,0.5,0.5,https://www.smeg.com/services/customer-service,167.0,167.0,0.623,72.0,41.0,C,218.0,60.0,SMEG,62.0,34.0,4.0,4.9
WHTC614DSIT,1400.0,FREE_STANDING,"[2021, 6, 30]",1400.0,6.0,B,42.0,24.0,49.0,24.0,84.0,2.0,53.0,1400.0,79.5,A,0.5,0.5,https://www.smeg.com/services/customer-service,155.0,155.0,0.644,71.0,36.0,D,197.0,60.0,SMEG,64.0,33.0,4.0,4.9
NSWM 743U GG UK N,1351.0,FREE_STANDING,"[2021, 6, 30]",1351.0,7.0,B,38.0,25.0,54.0,24.0,85.0,,53.0,1351.0,79.6,B,0.5,0.5,https://docs.whirlpool.eu/,162.0,140.0,0.686,76.0,44.0,D,205.0,60.0,HOTPOINT,69.0,33.0,4.0,4.9
NSWR 743U WK UK N,1351.0,FREE_STANDING,"[2021, 6, 30]",1351.0,7.0,B,38.0,25.0,52.0,24.0,85.0,,53.0,1351.0,79.8,D,0.5,0.5,https://docs.whirlpool.eu/,155.0,150.0,0.6900000000000001,83.0,46.0,D,200.0,60.0,HOTPOINT,69.0,35.0,4.0,4.9
NSWM 743U BS UK N,1351.0,FREE_STANDING,"[2021, 6, 30]",1351.0,7.0,B,38.0,25.0,54.0,24.0,85.0,,53.0,1351.0,79.6,B,0.5,0.5,https://docs.whirlpool.eu/,162.0,140.0,0.686,76.0,44.0,D,205.0,60.0,HOTPOINT,69.0,33.0,4.0,4.9
NSWF 743U GG UK N,1351.0,FREE_STANDING,"[2021, 6, 30]",1351.0,7.0,B,38.0,25.0,54.0,24.0,85.0,,53.0,1351.0,79.6,B,0.5,0.5,https://docs.whirlpool.eu/,162.0,140.0,0.686,76.0,44.0,D,205.0,60.0,HOTPOINT,69.0,33.0,4.0,4.9
970262 WM 612 E W205T,1200.0,FREE_STANDING,"[2021, 6, 30]",1200.0,6.0,B,42.0,27.0,44.0,24.0,84.0,,53.0,1200.0,90.5,B,1.0,0.5,www.electrodepot.fr www.electrodepot.be/fr www.electrodepot.be/nl www.electrodepot.es,155.0,155.0,0.733,76.0,43.0,E,197.0,60.0,VALBERG,73.0,31.0,4.0,4.9
970264 WM 612 E B205T,1200.0,FREE_STANDING,"[2021, 6, 30]",1200.0,6.0,B,42.0,27.0,44.0,24.0,84.0,,53.0,1200.0,90.5,B,1.0,0.5,www.electrodepot.fr www.electrodepot.be/fr www.electrodepot.be/nl www.electrodepot.es,155.0,155.0,0.733,76.0,43.0,E,197.0,60.0,VALBERG,73.0,31.0,4.0,4.9
ZWM7121W 7137241600,1200.0,FREE_STANDING,"[2021, 6, 30]",1200.0,7.0,B,41.0,26.0,55.0,12.0,84.0,,53.0,1200.0,90.5,B,1.0,0.5,https://www.zenithappliance.co.uk/support,161.0,161.0,0.78,76.0,45.0,E,207.0,60.0,ZENITH,78.0,41.0,4.0,4.9
970263 WM 612 E S205T,1200.0,FREE_STANDING,"[2021, 6, 30]",1200.0,6.0,B,42.0,27.0,44.0,24.0,84.0,,53.0,1200.0,90.5,B,1.0,0.5,www.electrodepot.fr www.electrodepot.be/fr www.electrodepot.be/nl www.electrodepot.es,155.0,155.0,0.733,76.0,43.0,E,197.0,60.0,VALBERG,73.0,31.0,4.0,4.9
LTO1207-030C weiss,1200.0,FREE_STANDING,"[2021, 6, 29]",,7.5,B,41.0,,61.0,24.0,88.0,,53.0,,69.0,C,,0.5,https://www.exquisit.de,,,0.611,80.0,46.0,C,211.0,40.0,Exquisit,61.0,,4.0,4.9
971313 WF 812 C W205T,1200.0,FREE_STANDING,"[2021, 6, 29]",1200.0,8.0,B,40.0,22.0,59.0,24.0,84.0,,53.0,1200.0,68.5,B,1.0,0.5,www.electrodepot.fr www.electrodepot.be/fr www.electrodepot.be/nl www.electrodepot.es,167.0,167.0,0.623,74.0,41.0,C,218.0,60.0,VALBERG,62.0,34.0,4.0,4.9
WTV8740A1 7178241700,1400.0,FREE_STANDING,"[2021, 6, 29]",1400.0,8.0,B,40.0,22.0,59.0,24.0,84.0,2.0,53.0,1400.0,68.5,A,0.5,0.5,http://support.beko.com,167.0,167.0,0.623,72.0,41.0,C,218.0,60.0,Beko,62.0,34.0,4.0,4.9
WA8014-030E weiss,1400.0,FREE_STANDING,"[2021, 6, 29]",,8.0,B,38.0,,56.0,24.0,85.0,,53.0,,91.0,C,0.5,1.0,https://www.exquisit.de,,,0.8270000000000001,80.0,48.0,E,218.0,60.0,Exquisit,83.0,,4.0,4.9
WA7014-030E weiss,1400.0,FREE_STANDING,"[2021, 6, 29]",,7.0,B,39.0,,50.0,24.0,85.0,,53.0,,91.0,C,1.0,0.5,https://www.exquisit.de,,,0.784,80.0,45.0,E,208.0,60.0,Exquisit,78.0,,4.0,4.9
WTK72042B 7163041300,1200.0,FREE_STANDING,"[2021, 6, 29]",1200.0,7.0,B,41.0,26.0,55.0,12.0,84.0,,53.0,1200.0,90.5,B,1.0,0.5,http://support.beko.com,161.0,161.0,0.78,76.0,45.0,E,207.0,60.0,Beko,78.0,41.0,4.0,4.9
EW8F396H 914555472,1551.0,FREE_STANDING,"[2021, 6, 28]",1551.0,9.0,B,36.0,23.0,66.0,24.0,85.0,,52.8,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914555472,160.0,145.0,0.493,76.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9
EW8F396B 914555473,1551.0,FREE_STANDING,"[2021, 6, 28]",1551.0,9.0,B,36.0,23.0,66.0,24.0,85.0,,52.8,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914555473,160.0,145.0,0.493,76.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9
B8 W946WB CH,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,9.0,B,30.0,22.0,64.0,24.0,85.0,,53.0,1351.0,52.0,A,0.5,0.5,https://docs.whirlpool.eu/,170.0,150.0,0.494,71.0,45.0,A,225.0,60.0,BAUKNECHT,49.0,24.0,4.0,5.0
EW8F396G 914555471,1551.0,FREE_STANDING,"[2021, 6, 28]",1551.0,9.0,B,36.0,23.0,66.0,24.0,85.0,,52.8,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914555471,160.0,145.0,0.493,76.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9
L7FE94PROS 914550530,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,9.0,B,35.0,23.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914550530,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,AEG,49.0,33.0,4.0,4.9
EW8F396K 914555474,1551.0,FREE_STANDING,"[2021, 6, 28]",1551.0,9.0,B,36.0,23.0,66.0,24.0,85.0,,52.8,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914555474,160.0,145.0,0.493,76.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9
L6FBF55681 914913554,1551.0,FREE_STANDING,"[2021, 6, 28]",1551.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,52.7,1551.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913554,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
EW6F348WP 914917279,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914917279,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,Electrolux,54.0,34.0,4.0,4.9
EW6F5842CB 914917703,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914917703,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,Electrolux,54.0,34.0,4.0,4.9
L6FBN843G 914913091,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,8.0,B,41.0,22.0,60.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913091,160.0,155.0,0.544,74.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
EW6F4814SB 914917504,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,8.0,B,41.0,22.0,58.0,0.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914917504,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,Electrolux,54.0,34.0,4.0,4.9
EW6F348W 914917277,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,8.0,B,41.0,22.0,58.0,12.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914917277,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,Electrolux,54.0,34.0,4.0,4.9
EW6F348WC 914917278,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914917278,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,Electrolux,54.0,34.0,4.0,4.9
L6FBI865 914913541,1551.0,FREE_STANDING,"[2021, 6, 28]",1551.0,8.0,B,41.0,22.0,58.0,24.0,85.0,,52.7,1551.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914913541,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,AEG,54.0,34.0,4.0,4.9
EW2F448S 914912531,1351.0,FREE_STANDING,"[2021, 6, 28]",1351.0,8.0,B,41.0,22.0,57.0,12.0,85.0,,53.4,1351.0,59.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914912531,160.0,155.0,0.544,75.0,43.0,B,205.0,60.0,Electrolux,54.0,34.0,4.0,4.9
