modelIdentifier,spinSpeedRated,type,onMarketStartDate,spinSpeedHalf,ratedCapacity,spinClass,maxTemperatureRated,maxTemperatureQuarter,dimensionDepth,guaranteeDuration,dimensionHeight,powerNetworkStandby,moisture,spinSpeedQuarter,energyEfficiencyIndex,noiseClass,powerStandbyMode,powerOffMode,webLinkSupplier,programmeDurationHalf,programmeDurationQuarter,energyConsPerCycle,noise,waterCons,energyClass,programmeDurationRated,dimensionWidth,supplierOrTrademark,energyConsPer100Cycle,maxTemperatureHalf,powerDelayStart,rinsingEffectiveness,onMarketStart_Year,onMarketStart_Month,onMarketStart_Day,price,currency
EW8F3494QC 914495302,1400.0,FREE_STANDING,"[2024, 4, 29]",1400.0,9.0,B,31.0,24.0,58.0,24.0,85.0,2.0,53.9,1400.0,46.6,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495302,170.0,160.0,0.443,72.0,46.0,A,228.0,60.0,Electrolux,44.0,25.0,4.0,4.9,2024,4,29,3000,USD
EW6FCH210G 914932061,1351.0,FREE_STANDING,"[2024, 4, 29]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932061,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,Electrolux,51.0,27.0,4.0,4.9,2024,4,29,3000,USD
EW5FX8W 914917730,1151.0,FREE_STANDING,"[2024, 4, 29]",1151.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.7,1151.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914917730,160.0,155.0,0.471,74.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,4,29,100,USD
LSR6E26DC 914343113,1151.0,FREE_STANDING,"[2024, 4, 29]",1151.0,6.0,B,42.0,23.0,42.0,24.0,84.0,,53.5,1151.0,59.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343113,155.0,145.0,0.484,72.0,40.0,B,197.0,60.0,AEG,48.0,31.0,4.0,4.9,2024,4,29,3000,USD
LSR6E27DC 914343162,1151.0,FREE_STANDING,"[2024, 4, 29]",1151.0,7.0,B,46.0,23.0,49.0,24.0,84.0,,53.6,1151.0,59.7,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343162,160.0,145.0,0.515,73.0,45.0,B,205.0,60.0,AEG,52.0,28.0,4.0,4.9,2024,4,29,3000,USD
WF13314GBC,1360.0,FREE_STANDING,"[2024, 4, 26]",1360.0,13.0,A,31.0,24.0,62.0,24.0,85.0,2.0,44.9,1360.0,41.5,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,142.0,0.444,72.0,58.0,A,240.0,60.0,LG Electronics,44.0,27.0,4.0,5.0,2024,4,26,29990,USD
R1-B13A3WE,1360.0,FREE_STANDING,"[2024, 4, 26]",1360.0,13.0,A,31.0,24.0,62.0,24.0,85.0,2.0,44.9,1360.0,41.5,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,142.0,0.444,72.0,58.0,A,240.0,60.0,LG Electronics,44.0,27.0,4.0,5.0,2024,4,26,3000,USD
F84B15WHS,1350.0,FREE_STANDING,"[2024, 4, 26]",1350.0,8.0,B,37.0,25.0,55.0,24.0,85.0,2.0,53.9,1350.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,163.0,0.472,75.0,48.0,A,218.0,60.0,LG Electronics,47.0,32.0,4.0,5.0,2024,4,26,499,GBP
WF13314WBC,1360.0,FREE_STANDING,"[2024, 4, 26]",1360.0,13.0,A,31.0,24.0,62.0,24.0,85.0,2.0,44.9,1360.0,41.5,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,142.0,0.444,72.0,58.0,A,240.0,60.0,LG Electronics,44.0,27.0,4.0,5.0,2024,4,26,29990,USD
 F94B13WHS,1310.0,FREE_STANDING,"[2024, 4, 25]",1360.0,9.0,B,39.0,26.0,55.0,24.0,85.0,2.0,53.9,1360.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,170.0,0.494,75.0,50.0,A,228.0,60.0,LG Electronics,49.0,31.0,4.0,5.0,2024,4,25,701.40,GBP
BM3WFU3941WBB 7004840019,1351.0,FREE_STANDING,"[2024, 4, 25]",1351.0,9.0,B,34.0,24.0,55.0,24.0,85.0,,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.49,75.0,49.0,A,228.0,60.0,Beko,49.0,28.0,4.0,4.9,2024,4,25,13.59,GBP
WGE03400BY,1400.0,FREE_STANDING,"[2024, 4, 24]",1400.0,8.0,B,37.0,23.0,63.0,24.0,85.0,,53.0,1400.0,50.7,A,0.5,0.15,https://www.bosch-home.com/energylabel,160.0,140.0,0.461,72.0,47.0,A,213.0,60.0,Bosch,46.0,27.0,0.55,5.0,2024,4,24,599.00,GBP
R5-B10YW,1360.0,FREE_STANDING,"[2024, 4, 23]",1360.0,10.0,A,32.0,25.0,57.0,24.0,85.0,,44.9,1360.0,46.8,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,142.0,0.462,71.0,52.0,A,239.0,60.0,LG Electronics,46.0,29.0,4.0,5.0,2024,4,23,2950,USD
WF10114GBB,1360.0,FREE_STANDING,"[2024, 4, 23]",1360.0,10.0,A,32.0,25.0,57.0,24.0,85.0,,44.9,1360.0,46.8,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,142.0,0.462,71.0,52.0,A,239.0,60.0,LG Electronics,46.0,29.0,4.0,5.0,2024,4,23,2500,GBP
R4-S10YWE,1360.0,FREE_STANDING,"[2024, 4, 23]",1360.0,10.0,A,32.0,25.0,57.0,24.0,85.0,,44.9,1360.0,46.8,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,142.0,0.462,71.0,52.0,A,239.0,60.0,LG Electronics,46.0,29.0,4.0,5.0,2024,4,23,40995,USD
WF10114WBW,1360.0,FREE_STANDING,"[2024, 4, 23]",1360.0,10.0,A,32.0,25.0,57.0,24.0,85.0,,44.9,1360.0,46.8,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,142.0,0.462,71.0,52.0,A,239.0,60.0,LG Electronics,46.0,29.0,4.0,5.0,2024,4,23,2999,USD
WF10014WB,1360.0,FREE_STANDING,"[2024, 4, 23]",1360.0,10.0,A,32.0,25.0,57.0,24.0,85.0,,44.9,1360.0,46.8,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,142.0,0.462,71.0,52.0,A,239.0,60.0,LG Electronics,46.0,29.0,4.0,5.0,2024,4,23,1399,USD
EW6F3494C 914932003,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932003,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,4,22,100,USD
EW7F3482P 914933001,1400.0,FREE_STANDING,"[2024, 4, 22]",1400.0,8.0,B,30.0,23.0,60.0,24.0,85.0,,53.4,1400.0,46.6,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914933001,165.0,165.0,0.424,74.0,42.0,A,215.0,60.0,Electrolux,42.0,29.0,4.0,4.9,2024,4,22,100,USD
EW6FI2814GW 914931007,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,8.0,B,39.0,22.0,58.0,0.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931007,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,4,22,4000,USD
EW7F4496PQ 914496202,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,9.0,B,35.0,23.0,66.0,24.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496202,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9,2024,4,22,3000,USD
EW8F4697P 914496102,1551.0,FREE_STANDING,"[2024, 4, 22]",1551.0,9.0,A,30.0,23.0,66.0,24.0,85.0,,44.4,1551.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496102,170.0,155.0,0.493,76.0,46.0,A,228.0,60.0,Electrolux,49.0,25.0,4.0,4.9,2024,4,22,3000,USD
EW7F4484GQC 914495207,1400.0,FREE_STANDING,"[2024, 4, 22]",1400.0,8.0,B,31.0,23.0,58.0,24.0,85.0,2.0,53.9,1400.0,46.6,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495207,165.0,160.0,0.424,72.0,42.0,A,215.0,60.0,Electrolux,42.0,26.0,4.0,4.9,2024,4,22,3000,USD
EFI61941B 914932043,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,9.0,B,33.0,26.0,66.0,12.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932043,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,4,22,581.95,GBP
EFI61141B 914932044,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,10.0,B,34.0,25.0,66.0,12.0,85.0,,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932044,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,Electrolux,51.0,27.0,4.0,4.9,2024,4,22,581.95,GBP
EW7F3487UP 914933903,1400.0,FREE_STANDING,"[2024, 4, 22]",1400.0,8.0,B,30.0,23.0,60.0,24.0,85.0,,53.4,1400.0,46.6,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914933903,165.0,165.0,0.424,74.0,42.0,A,215.0,60.0,Electrolux,42.0,29.0,4.0,4.9,2024,4,22,3000,USD
WF11114WBB,1350.0,FREE_STANDING,"[2024, 4, 22]",1350.0,11.0,A,37.0,25.0,57.0,24.0,85.0,,44.9,1350.0,46.5,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,157.0,0.474,71.0,54.0,A,240.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,4,22,3500,USD
EW6FI22814DG 914931002,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,8.0,B,39.0,22.0,58.0,0.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931002,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,4,22,3500,USD
EW6FI22914DG 914932001,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,9.0,B,33.0,26.0,66.0,0.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932001,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,4,22,3000,USD
EW8F4484EU 914495301,1400.0,FREE_STANDING,"[2024, 4, 22]",1400.0,8.0,B,25.0,22.0,58.0,24.0,85.0,,53.9,1400.0,41.4,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495301,165.0,130.0,0.376,72.0,44.0,A,215.0,60.0,Electrolux,38.0,24.0,4.0,4.9,2024,4,22,3000,USD
EW8F4482UP 914495304,1400.0,FREE_STANDING,"[2024, 4, 22]",1400.0,8.0,B,25.0,22.0,58.0,24.0,85.0,,53.9,1400.0,41.4,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495304,165.0,130.0,0.376,72.0,44.0,A,215.0,60.0,Electrolux,38.0,24.0,4.0,4.9,2024,4,22,3000,USD
EFI61841B 914931035,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,8.0,B,39.0,22.0,58.0,12.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931035,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,4,22,581.95,GBP
F84N13WHS,1350.0,FREE_STANDING,"[2024, 4, 22]",1350.0,8.0,B,37.0,23.0,53.0,24.0,85.0,,53.9,1350.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,168.0,0.472,74.0,48.0,A,218.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,4,22,2500,GBP
F4WB2095,1350.0,FREE_STANDING,"[2024, 4, 22]",1350.0,9.0,B,37.0,23.0,55.0,24.0,85.0,,53.9,1350.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,174.0,0.494,74.0,50.0,A,228.0,60.0,LG Electronics,49.0,30.0,4.0,5.0,2024,4,22,648.90,USD
F4A10S8NWK,1350.0,FREE_STANDING,"[2024, 4, 22]",1350.0,8.0,B,37.0,23.0,53.0,24.0,85.0,,53.9,1350.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,168.0,0.472,74.0,48.0,A,218.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,4,22,369.00,GBP
F4NA10S8NWK,1350.0,FREE_STANDING,"[2024, 4, 22]",1350.0,8.0,B,37.0,23.0,53.0,24.0,85.0,,53.9,1350.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,168.0,0.472,74.0,48.0,A,218.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,4,22,695.00,GBP
EW6F3484P 914931003,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931003,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,4,22,3000,USD
EW7F3482UP 914933902,1400.0,FREE_STANDING,"[2024, 4, 22]",1400.0,8.0,B,30.0,23.0,60.0,24.0,85.0,,53.4,1400.0,46.6,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914933902,165.0,165.0,0.424,74.0,42.0,A,215.0,60.0,Electrolux,42.0,29.0,4.0,4.9,2024,4,22,3000,USD
EW6FI3914AQ 914932100,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,9.0,B,33.0,26.0,66.0,0.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932100,165.0,155.0,0.493,75.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,4,22,3000,USD
EW6F2492P 914932028,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932028,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,4,22,3000,USD
EW6F3486P 914931025,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931025,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,4,22,3000,USD
F4NA1009NWK,1350.0,FREE_STANDING,"[2024, 4, 22]",1350.0,9.0,B,37.0,23.0,55.0,24.0,85.0,,53.9,1350.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,174.0,0.494,74.0,50.0,A,228.0,60.0,LG Electronics,49.0,30.0,4.0,5.0,2024,4,22,505.64,GBP
EW6FI2914FC 914932002,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,9.0,B,33.0,26.0,66.0,0.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932002,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,4,22,3000,USD
EW6F2497P 914932030,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932030,165.0,155.0,0.493,76.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,4,22,3000,USD
EW6F2482P 914931023,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931023,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,4,22,3000,USD
EW7FI4914OV 914495502,1400.0,FREE_STANDING,"[2024, 4, 22]",1400.0,9.0,B,29.0,23.0,64.0,0.0,85.0,2.0,53.9,1400.0,44.0,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495502,170.0,165.0,0.418,72.0,48.0,A,225.0,60.0,Electrolux,42.0,29.0,4.0,4.9,2024,4,22,3300,USD
EW6F3482P 914931026,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931026,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,4,22,3000,USD
F4A10S8NWH,1350.0,FREE_STANDING,"[2024, 4, 22]",1350.0,8.0,B,37.0,23.0,53.0,24.0,85.0,,53.9,1350.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,168.0,168.0,0.472,74.0,48.0,A,218.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,4,22,2999,USD
EW6F110DW 914932000,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932000,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,Electrolux,51.0,27.0,4.0,4.9,2024,4,22,3000,USD
WF11114WBW,1350.0,FREE_STANDING,"[2024, 4, 22]",1350.0,11.0,A,37.0,25.0,57.0,24.0,85.0,,44.9,1350.0,46.5,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,157.0,0.474,71.0,54.0,A,240.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,4,22,3200,USD
R5-B11YW,1350.0,FREE_STANDING,"[2024, 4, 22]",1350.0,11.0,A,37.0,25.0,57.0,24.0,85.0,,44.9,1350.0,46.5,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,157.0,0.474,71.0,54.0,A,240.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,4,22,4000,USD
R4-S11YWE,1350.0,FREE_STANDING,"[2024, 4, 22]",1350.0,11.0,A,37.0,25.0,57.0,24.0,85.0,,44.9,1350.0,46.5,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,157.0,0.474,71.0,54.0,A,240.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,4,22,3000,USD
EW6F3414UE 914932901,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,10.0,B,34.0,25.0,66.0,24.0,85.0,,53.5,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932901,175.0,155.0,0.512,76.0,52.0,A,230.0,60.0,Electrolux,51.0,27.0,4.0,4.9,2024,4,22,1999.99,USD
EFI7394M4C 914495000,1400.0,FREE_STANDING,"[2024, 4, 22]",1400.0,9.0,B,37.0,24.0,58.0,24.0,85.0,2.0,53.9,1400.0,51.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495000,173.0,170.0,0.493,72.0,45.0,A,228.0,60.0,Electrolux,49.0,30.0,4.0,4.9,2024,4,22,3500,USD
EW7FX4492PQ 914496201,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,9.0,B,35.0,23.0,66.0,24.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496201,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9,2024,4,22,3000,USD
EW6F2484P 914931024,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,8.0,B,39.0,22.0,58.0,24.0,85.0,,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914931024,160.0,155.0,0.471,75.0,43.0,A,205.0,60.0,Electrolux,47.0,30.0,4.0,4.9,2024,4,22,3000,USD
EW7F3492QP 914495206,1400.0,FREE_STANDING,"[2024, 4, 22]",1400.0,9.0,B,37.0,24.0,58.0,24.0,85.0,2.0,53.9,1400.0,51.8,A,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914495206,173.0,170.0,0.493,72.0,45.0,A,228.0,60.0,Electrolux,49.0,30.0,4.0,4.9,2024,4,22,3000,USD
EW6F2292P 914932027,1151.0,FREE_STANDING,"[2024, 4, 22]",1151.0,9.0,B,33.0,26.0,66.0,24.0,85.0,,53.8,1151.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914932027,165.0,155.0,0.493,75.0,50.0,A,220.0,60.0,Electrolux,49.0,27.0,4.0,4.9,2024,4,22,3000,USD
EW7F4494XQC 914496215,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,9.0,B,35.0,23.0,66.0,24.0,85.0,2.0,53.4,1351.0,51.8,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914496215,155.0,150.0,0.493,75.0,46.0,A,220.0,60.0,Electrolux,49.0,33.0,4.0,4.9,2024,4,22,3000,USD
F4A1009NWK,1350.0,FREE_STANDING,"[2024, 4, 22]",1350.0,9.0,B,37.0,23.0,55.0,24.0,85.0,,53.9,1350.0,51.9,B,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,174.0,0.494,74.0,50.0,A,228.0,60.0,LG Electronics,49.0,30.0,4.0,5.0,2024,4,22,107.11,GBP
EW6S672G45 914342369,1151.0,FREE_STANDING,"[2024, 4, 22]",1151.0,7.0,B,46.0,23.0,48.0,24.0,84.0,,53.6,1151.0,59.7,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914342369,160.0,145.0,0.515,76.0,45.0,B,205.0,60.0,Electrolux,52.0,28.0,4.0,4.9,2024,4,22,3000,USD
LSR6E47DC 914343158,1351.0,FREE_STANDING,"[2024, 4, 22]",1351.0,7.0,B,46.0,23.0,49.0,24.0,84.0,,53.3,1351.0,59.7,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914343158,160.0,145.0,0.515,75.0,45.0,B,205.0,60.0,AEG,52.0,28.0,4.0,4.9,2024,4,22,3000,USD
R3-S9XTWE,1360.0,FREE_STANDING,"[2024, 4, 19]",1360.0,9.0,A,31.0,25.0,57.0,24.0,85.0,2.0,44.9,1360.0,46.7,A,0.5,0.5,https://www.lg.com/common/index.jsp,174.0,142.0,0.444,71.0,50.0,A,228.0,60.0,LG Electronics,44.0,27.0,4.0,5.0,2024,4,19,3000,USD
R3-S10XTWE,1360.0,FREE_STANDING,"[2024, 4, 19]",1360.0,10.0,A,32.0,25.0,57.0,24.0,85.0,2.0,44.9,1360.0,46.8,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,142.0,0.462,71.0,52.0,A,239.0,60.0,LG Electronics,46.0,29.0,4.0,5.0,2024,4,19,3000,USD
WF11214GBB,1350.0,FREE_STANDING,"[2024, 4, 19]",1350.0,11.0,A,37.0,25.0,57.0,24.0,85.0,2.0,44.9,1350.0,46.5,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,157.0,0.474,71.0,54.0,A,240.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,4,19,3200,USD
F4CH7090,1360.0,FREE_STANDING,"[2024, 4, 19]",1360.0,9.0,A,31.0,25.0,57.0,24.0,85.0,2.0,44.9,1360.0,46.7,A,0.5,0.5,https://www.lg.com/common/index.jsp,174.0,142.0,0.444,71.0,50.0,A,228.0,60.0,LG Electronics,44.0,27.0,4.0,5.0,2024,4,19,3000,USD
R3-S11XTWE,1350.0,FREE_STANDING,"[2024, 4, 19]",1350.0,11.0,A,37.0,25.0,57.0,24.0,85.0,2.0,44.9,1350.0,46.5,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,180.0,157.0,0.474,71.0,54.0,A,240.0,60.0,LG Electronics,47.0,30.0,4.0,5.0,2024,4,19,3000,USD
WF9014WW,1360.0,FREE_STANDING,"[2024, 4, 18]",1360.0,9.0,A,31.0,25.0,57.0,24.0,85.0,,44.9,1360.0,46.7,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,142.0,0.444,71.0,50.0,A,228.0,60.0,LG Electronics,44.0,27.0,4.0,5.0,2024,4,18,3000,USD
WF9114GBB,1360.0,FREE_STANDING,"[2024, 4, 18]",1360.0,9.0,A,31.0,25.0,57.0,24.0,85.0,,44.9,1360.0,46.7,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,142.0,0.444,71.0,50.0,A,228.0,60.0,LG Electronics,44.0,27.0,4.0,5.0,2024,4,18,3000,USD
WF9014WB,1360.0,FREE_STANDING,"[2024, 4, 18]",1360.0,9.0,A,31.0,25.0,57.0,24.0,85.0,,44.9,1360.0,46.7,A,0.5,0.5,https://www.lg.com/global/ajax/common_manual,174.0,142.0,0.444,71.0,50.0,A,228.0,60.0,LG Electronics,44.0,27.0,4.0,5.0,2024,4,18,2990,USD
BM3WFSU39413W 7004440004,1351.0,FREE_STANDING,"[2024, 4, 17]",1351.0,9.0,B,34.0,24.0,55.0,24.0,85.0,,53.9,1351.0,51.5,B,0.5,0.5,http://support.beko.com,173.0,173.0,0.49,75.0,49.0,A,228.0,60.0,Beko,49.0,28.0,4.0,4.9,2024,4,17,3000,USD
WGG246Z0NL,1600.0,FREE_STANDING,"[2024, 4, 15]",1600.0,9.0,A,36.0,23.0,64.0,24.0,85.0,,44.5,1600.0,51.8,B,0.5,0.1,https://www.bosch-home.com/energylabel,172.0,172.0,0.493,74.0,50.0,A,220.0,60.0,Bosch,49.0,27.0,1.2,5.0,2024,4,15,3000,USD
WGG246Z5FG,1600.0,FREE_STANDING,"[2024, 4, 15]",1600.0,9.0,A,36.0,23.0,64.0,24.0,85.0,,44.5,1600.0,51.8,B,0.5,0.1,https://www.bosch-home.com/energylabel,172.0,172.0,0.493,74.0,50.0,A,220.0,60.0,Bosch,49.0,27.0,1.2,5.0,2024,4,15,2500,GBP
EW5F5722CB 914917729,1151.0,FREE_STANDING,"[2024, 4, 15]",1151.0,7.0,B,37.0,22.0,58.0,0.0,85.0,,53.6,1151.0,51.9,B,0.5,0.5,https://support.electroluxgroup.eu/external/PISlink/Products/914917729,160.0,155.0,0.447,74.0,40.0,A,200.0,60.0,Electrolux,45.0,27.0,4.0,4.9,2024,4,15,448,USD
